student_id,mean_attendance,std_attendance,mean_assignment,std_assignment,mean_midterm,std_midterm,mean_final,std_final,mean_gpa,std_gpa,gpa_range,mean_study_hours,std_study_hours,max_gpa_drop,attendance_score_corr,avg_extracurricular,has_part_time,inconsistency_label
STU20210371,67.48,20.07,87.0,13.4,63.3,19.71,73.28,20.01,2.93,0.55,1.47,7.75,5.8,1.38,-0.54,2.17,1,1
STU20200372,90.03,2.43,58.18,3.04,63.28,5.5,63.05,2.89,2.48,0.13,0.35,18.12,1.92,0.35,-0.06,3.67,1,0
STU20220373,81.07,3.69,88.1,6.02,89.57,6.81,88.92,5.88,3.56,0.18,0.45,16.43,2.29,0.42,0.49,2.0,0,0
STU20230374,84.17,3.42,76.65,6.5,75.83,3.58,74.43,3.89,3.02,0.1,0.31,18.97,1.81,0.1,0.64,2.17,1,0
STU20230375,85.93,3.95,63.2,5.19,60.53,5.3,62.85,4.29,2.48,0.17,0.57,26.03,2.0,0.28,0.93,2.67,1,0
STU20200376,82.88,2.97,87.63,2.92,86.1,4.37,88.3,4.52,3.5,0.11,0.33,4.33,1.05,0.17,0.44,2.33,0,0
STU20230377,89.3,1.91,78.33,5.79,75.67,4.27,80.42,4.31,3.13,0.16,0.44,13.83,0.71,0.19,0.5,3.17,1,0
STU20200378,65.6,13.04,67.25,18.97,69.53,20.67,73.65,19.3,2.82,0.49,1.23,17.23,5.3,0.66,-0.28,2.0,1,1
STU20230379,77.63,20.11,71.13,20.88,62.12,14.39,88.85,12.77,3.0,0.41,1.14,10.85,6.54,1.07,-0.48,3.17,1,1
STU20210380,70.65,12.72,88.45,17.84,84.02,19.25,89.73,14.58,3.5,0.61,1.78,9.63,8.11,1.78,-0.14,2.5,0,1
STU20220381,86.52,3.24,96.5,2.06,94.83,4.97,93.43,5.71,3.79,0.16,0.41,10.47,1.62,0.1,0.64,2.33,1,0
STU20220382,79.78,3.46,60.68,2.76,60.48,2.58,60.72,4.71,2.43,0.1,0.28,12.55,1.96,0.1,0.58,2.83,1,0
STU20230383,96.87,3.89,69.58,3.77,74.02,4.22,70.48,6.8,2.86,0.17,0.46,13.53,2.03,0.34,0.8,2.0,1,0
STU20230384,75.72,3.56,77.38,3.04,76.3,2.9,76.72,5.24,3.07,0.09,0.26,10.52,1.85,0.14,-0.38,2.67,1,0
STU20230385,91.78,4.48,61.13,5.62,57.02,3.82,58.47,7.15,2.35,0.17,0.52,17.17,0.84,0.52,0.25,2.5,1,0
STU20230386,59.47,2.46,62.4,2.89,58.3,1.94,62.62,6.83,2.44,0.12,0.35,13.95,1.92,0.19,-0.26,2.67,1,0
STU20210387,93.98,4.63,71.67,5.51,71.15,5.36,67.55,3.83,2.8,0.14,0.43,6.97,1.74,-0.04,0.8,2.33,1,0
STU20210388,81.98,3.11,88.57,4.73,86.13,4.31,82.7,3.35,3.41,0.12,0.3,13.4,2.38,0.24,-0.24,3.17,1,0
STU20220389,74.0,2.64,63.05,3.26,60.4,3.28,64.43,4.7,2.5,0.11,0.36,9.85,2.11,0.07,0.26,1.83,1,0
STU20200390,81.17,13.3,68.47,16.7,80.57,21.32,67.68,15.89,2.9,0.57,1.5,12.57,6.06,1.18,-0.04,2.33,1,1
STU20210391,84.97,4.94,79.5,4.15,78.75,4.02,82.58,8.53,3.22,0.22,0.65,14.8,1.18,0.41,0.36,3.17,1,0
STU20220392,75.53,9.52,63.43,15.42,63.23,16.5,59.35,26.83,2.47,0.45,1.27,6.57,6.12,1.27,-0.85,2.33,1,1
STU20200393,72.72,3.09,73.7,4.68,74.65,4.31,76.28,5.99,3.0,0.16,0.46,14.92,2.43,0.08,0.82,2.83,1,0
STU20220394,73.5,3.97,94.5,5.53,94.0,3.12,97.03,4.54,3.81,0.1,0.28,20.35,2.55,0.0,0.21,2.33,1,0
STU20230395,81.28,16.27,81.77,12.97,63.3,18.02,43.97,18.56,2.41,0.31,0.91,5.3,5.4,0.43,0.61,3.0,1,1
STU20230396,80.17,3.52,72.12,4.81,72.32,5.35,75.25,5.95,2.94,0.14,0.39,26.87,1.32,0.31,0.03,1.5,1,0
STU20210397,88.7,2.72,75.23,3.19,75.92,7.13,75.52,3.81,3.02,0.09,0.26,11.67,2.1,0.23,0.04,2.0,1,0
STU20210398,90.58,3.62,63.07,3.24,67.32,3.32,68.3,4.25,2.66,0.05,0.13,15.57,0.39,0.08,0.38,2.83,1,0
STU20210399,80.87,1.55,75.5,2.98,71.63,7.55,73.33,4.02,2.93,0.17,0.5,24.98,0.66,0.26,-0.22,3.17,1,0
STU20230400,76.25,2.33,61.57,3.93,61.27,2.68,60.4,6.44,2.44,0.15,0.49,12.62,1.52,0.06,0.17,2.67,1,0
STU20200401,77.3,2.84,57.97,3.79,59.38,1.33,54.15,5.03,2.28,0.11,0.36,10.28,1.6,0.06,0.58,3.33,1,0
STU20210402,96.53,2.84,58.53,4.11,57.67,2.63,54.12,2.48,2.26,0.05,0.14,17.05,1.32,0.04,-0.25,1.83,1,0
STU20200403,69.5,4.35,70.18,6.55,69.37,6.55,73.1,10.37,2.84,0.25,0.79,13.37,1.92,0.22,0.39,1.17,1,0
STU20200404,78.7,3.12,60.55,3.44,59.47,5.15,61.17,8.26,2.42,0.15,0.46,13.07,1.42,0.33,-0.08,3.33,1,0
STU20220405,60.9,20.57,63.87,21.25,81.87,9.27,53.97,27.18,2.65,0.57,1.56,2.43,2.95,1.53,0.64,3.0,1,1
STU20200406,100.0,0.0,66.25,4.49,62.0,5.22,66.5,3.36,2.6,0.1,0.29,15.12,1.47,0.28,0.0,3.33,1,0
STU20220407,71.87,2.66,86.65,4.49,86.48,3.24,83.6,6.27,3.42,0.14,0.45,20.77,1.28,0.04,0.73,3.83,1,0
STU20200408,79.78,15.15,77.98,13.84,66.63,20.94,72.4,25.86,2.87,0.5,1.37,4.25,3.75,1.37,0.18,2.33,1,1
STU20230409,85.35,4.47,72.68,4.71,70.67,4.49,70.72,4.0,2.85,0.13,0.35,9.28,1.46,0.09,0.65,2.17,1,0
STU20200410,92.88,4.9,81.4,5.96,83.12,4.75,80.52,4.05,3.27,0.1,0.32,21.77,1.89,0.14,-0.27,2.83,1,0
STU20200411,76.67,3.1,60.55,4.1,61.72,7.26,60.65,5.65,2.44,0.19,0.58,15.37,0.98,0.05,0.57,1.83,1,0
STU20210412,67.93,3.8,75.85,5.89,78.65,5.11,75.35,3.55,3.06,0.14,0.39,20.85,1.45,0.15,0.45,1.5,0,0
STU20210413,91.22,3.24,88.83,4.95,91.67,3.95,90.72,2.45,3.62,0.06,0.19,12.57,2.19,0.02,-0.21,3.0,1,0
STU20220414,63.1,16.58,54.9,24.85,73.33,27.08,57.58,28.72,2.5,0.89,2.69,15.9,4.92,1.3,0.37,2.33,1,1
STU20230415,74.25,21.41,41.53,20.1,46.57,25.86,56.32,20.13,1.97,0.69,1.75,12.97,6.22,0.19,0.33,2.33,1,1
STU20200416,65.38,4.71,39.93,4.42,40.18,8.38,35.97,5.0,1.54,0.2,0.64,17.9,2.28,0.33,0.28,1.33,1,0
STU20220417,88.57,4.27,85.82,4.87,90.37,4.5,90.28,4.31,3.57,0.09,0.31,16.73,1.9,0.17,0.46,1.33,1,0
STU20220418,78.27,1.47,59.5,3.4,63.5,7.21,61.73,7.07,2.47,0.13,0.39,8.25,0.82,0.18,0.25,2.83,1,0
STU20210419,50.67,10.58,56.47,15.06,45.63,26.87,52.03,21.55,2.04,0.65,1.78,20.0,9.63,1.35,-0.44,2.0,1,1
STU20230420,85.08,2.9,79.57,1.99,81.12,5.03,80.98,2.05,3.23,0.07,0.25,7.62,1.36,0.11,0.42,2.5,1,0
STU20230421,70.23,4.31,79.55,4.7,80.45,6.13,79.92,2.65,3.2,0.08,0.21,7.88,1.39,0.1,-0.45,3.33,1,0
STU20230422,67.95,4.29,62.9,6.02,64.27,2.26,67.17,6.2,2.6,0.16,0.48,6.38,2.53,0.18,0.53,4.0,1,0
STU20210423,72.8,1.88,69.38,5.94,69.12,5.03,67.95,4.33,2.75,0.11,0.31,22.52,1.94,0.12,0.1,3.17,1,0
STU20220424,72.57,17.75,83.6,14.42,89.02,12.82,80.33,18.6,3.37,0.39,1.08,18.73,5.91,0.46,0.33,2.67,1,1
STU20210425,91.0,3.13,68.83,2.86,70.78,8.33,67.67,3.66,2.76,0.18,0.5,12.62,0.65,0.3,0.06,3.33,1,0
STU20230426,81.45,4.7,58.63,3.5,56.75,3.94,58.03,7.32,2.31,0.17,0.52,9.5,1.36,0.29,0.65,4.0,1,0
STU20230427,68.8,4.15,83.25,4.42,83.23,4.81,83.47,4.13,3.34,0.14,0.43,12.0,0.99,0.43,-0.65,3.5,1,0
STU20210428,74.72,3.13,79.15,3.63,76.15,6.6,72.02,6.48,3.01,0.1,0.3,19.12,1.93,0.23,0.69,3.17,1,0
STU20210429,90.72,1.49,85.22,5.83,84.03,3.7,87.67,7.61,3.43,0.13,0.39,11.43,0.79,0.2,-0.29,1.33,1,0
STU20210430,65.93,3.84,68.78,3.79,70.28,8.3,73.63,4.16,2.85,0.17,0.54,8.22,1.87,0.31,0.24,1.5,1,0
STU20210431,71.28,3.6,73.38,4.68,80.43,5.79,76.07,3.34,3.08,0.13,0.33,7.57,2.36,0.22,0.15,2.67,1,0
STU20220432,80.97,3.09,77.72,4.92,76.72,3.99,77.93,5.26,3.1,0.13,0.34,15.23,2.42,0.29,0.45,2.17,0,0
STU20210433,80.92,7.07,66.43,19.18,66.13,24.05,75.57,29.66,2.8,0.64,1.89,8.68,9.18,1.22,-0.02,3.33,1,1
STU20200434,90.38,4.3,63.32,4.17,65.33,6.12,64.6,5.96,2.58,0.16,0.39,18.57,2.05,0.31,0.4,1.5,0,0
STU20230435,70.52,18.97,79.5,20.85,48.2,13.54,66.22,24.9,2.53,0.29,0.98,11.32,9.38,0.7,0.6,1.0,1,1
STU20200436,91.4,5.7,62.8,3.98,63.63,4.84,61.22,6.74,2.5,0.18,0.58,8.57,2.35,0.1,0.9,3.17,1,0
STU20220437,85.15,3.1,64.0,3.1,59.6,4.3,61.33,3.67,2.45,0.07,0.21,10.67,1.97,0.19,-0.6,3.0,1,0
STU20230438,80.45,9.69,76.08,20.38,89.53,13.41,55.33,17.77,2.9,0.41,1.35,19.63,9.9,0.86,-0.28,2.83,1,1
STU20200439,77.53,3.12,84.92,3.08,87.87,3.62,81.8,2.81,3.39,0.09,0.23,15.27,1.74,0.13,-0.14,1.83,0,0
STU20210440,80.37,4.82,46.93,3.75,46.43,3.34,49.83,3.56,1.92,0.11,0.31,10.43,1.97,0.12,-0.05,2.83,1,0
STU20210441,71.95,5.67,76.2,4.21,74.53,5.21,71.22,6.49,2.94,0.18,0.53,22.42,1.25,0.08,0.9,1.83,1,0
STU20230442,82.6,3.63,78.9,3.94,77.9,4.81,76.75,5.67,3.11,0.14,0.44,14.92,1.01,0.18,0.69,2.67,0,0
STU20210443,98.27,1.83,70.62,3.03,72.72,6.77,75.22,3.76,2.93,0.08,0.2,21.03,1.12,0.13,0.22,1.5,1,0
STU20220444,66.72,11.16,66.25,19.83,68.32,22.21,52.62,22.88,2.46,0.49,1.36,23.28,5.78,1.36,-0.19,3.67,1,1
STU20230445,82.0,3.33,63.03,7.16,63.53,4.32,64.77,6.29,2.56,0.17,0.49,13.8,1.76,0.3,0.78,2.5,0,0
STU20230446,74.75,1.76,79.85,4.95,76.15,5.49,79.45,6.61,3.14,0.2,0.62,13.08,1.18,0.12,-0.36,3.0,0,0
STU20220447,88.3,2.11,67.3,4.97,64.75,4.21,71.87,4.62,2.73,0.08,0.22,16.1,1.79,0.09,0.54,2.0,1,0
STU20200448,99.7,0.67,73.07,3.41,70.07,5.38,70.42,4.15,2.84,0.12,0.37,12.77,1.21,0.2,0.83,2.0,1,0
STU20230449,74.3,2.63,70.6,2.74,68.52,6.84,66.12,4.82,2.72,0.18,0.55,13.37,2.0,0.14,0.44,1.83,0,0
STU20210450,64.63,3.02,82.52,4.58,80.98,4.02,83.57,2.02,3.3,0.12,0.39,24.1,1.24,0.14,0.18,2.17,1,0
STU20210451,73.1,3.19,98.97,0.82,95.78,5.06,95.68,4.33,3.86,0.07,0.23,22.0,2.99,0.15,-0.33,2.33,1,0
STU20230452,89.07,11.65,67.58,24.19,47.95,24.24,52.57,21.55,2.19,0.61,1.89,6.77,4.88,1.42,-0.23,1.67,1,1
STU20210453,82.18,3.98,82.5,3.31,84.63,7.22,82.37,9.19,3.33,0.2,0.61,16.15,2.62,0.03,0.8,3.0,1,0
STU20230454,81.18,2.34,62.13,3.07,63.4,7.15,64.85,3.38,2.55,0.14,0.44,8.07,2.13,0.3,0.84,2.17,1,0
STU20200455,78.6,14.68,73.37,18.09,54.12,23.07,79.63,20.95,2.77,0.6,1.77,20.3,6.81,0.72,0.35,1.83,1,1
STU20200456,83.92,3.87,60.38,4.49,61.2,2.81,62.08,2.58,2.45,0.09,0.23,14.37,0.99,0.2,0.99,2.33,1,0
STU20200457,99.92,0.19,45.77,6.24,44.97,6.31,44.33,4.72,1.8,0.14,0.4,14.9,2.03,0.36,-0.39,2.17,1,0
STU20220458,67.4,16.69,74.63,18.18,78.17,16.1,67.23,17.14,2.92,0.56,1.66,20.57,3.19,1.26,0.35,2.0,1,1
STU20220459,83.12,1.63,78.67,2.39,81.58,5.1,76.43,8.58,3.15,0.15,0.48,17.6,2.35,0.18,0.62,2.5,1,0
STU20200460,66.32,4.87,67.38,2.38,68.73,3.31,68.8,6.34,2.74,0.11,0.33,18.3,2.04,0.09,0.51,1.17,0,0
STU20210461,81.5,3.39,84.32,2.59,87.72,5.1,84.12,3.37,3.41,0.12,0.37,15.62,1.92,0.21,-0.19,2.0,0,0
STU20220462,82.08,10.96,59.98,16.84,45.52,26.94,67.63,13.33,2.32,0.52,1.58,19.65,12.39,0.81,-0.36,2.67,1,1
STU20230463,91.52,2.7,62.97,3.18,57.23,3.69,60.73,4.16,2.4,0.1,0.32,10.35,2.16,0.05,-0.02,1.83,1,0
STU20220464,76.02,17.69,70.58,26.01,76.45,20.86,74.7,21.45,2.97,0.72,1.76,14.38,12.84,1.73,0.21,2.33,1,1
STU20210465,95.0,2.41,53.33,5.14,53.8,5.06,54.97,4.67,2.17,0.12,0.42,10.67,1.86,0.23,-0.26,1.33,1,0
STU20210466,72.77,5.1,91.32,3.84,85.37,5.56,88.02,7.12,3.51,0.18,0.58,19.43,1.82,0.43,0.92,2.67,1,0
STU20210467,83.1,5.04,62.3,4.51,62.72,4.94,61.45,6.52,2.48,0.19,0.52,13.98,1.09,0.33,0.77,1.33,1,0
STU20230468,71.0,3.5,64.12,5.14,65.3,4.5,65.27,7.18,2.6,0.19,0.58,21.42,1.88,0.58,0.82,3.67,1,0
STU20220469,88.27,4.6,86.43,2.44,83.72,3.36,85.6,5.3,3.41,0.13,0.41,16.05,2.46,0.05,0.52,1.5,1,0
STU20230470,71.18,11.12,79.37,20.68,62.73,12.57,79.33,21.01,2.94,0.25,0.8,14.55,6.09,0.37,0.13,3.5,1,1
STU20220471,88.4,2.52,63.18,3.27,62.27,4.74,65.05,5.31,2.54,0.14,0.41,13.4,0.77,0.19,0.78,3.17,1,0
STU20220472,62.32,15.58,55.33,17.49,82.57,17.64,82.37,15.13,3.03,0.35,1.13,24.48,4.66,0.62,0.12,2.83,1,1
STU20220473,79.8,2.87,87.3,3.09,89.67,4.26,85.72,3.68,3.5,0.12,0.37,19.28,1.74,0.2,-0.13,3.0,1,0
STU20230474,77.5,4.03,50.02,4.69,49.98,4.0,46.58,6.3,1.95,0.14,0.35,2.0,0.0,0.19,0.52,2.17,1,0
STU20220475,63.85,3.15,54.88,2.63,57.5,4.77,58.17,4.27,2.28,0.1,0.3,14.27,1.89,0.15,0.89,1.0,0,0
STU20220476,87.13,10.3,59.2,22.12,56.73,23.12,68.75,18.65,2.48,0.52,1.65,6.32,3.72,1.25,-0.5,2.0,1,1
STU20210477,99.87,0.3,62.95,3.68,60.9,3.95,60.3,3.55,2.45,0.13,0.36,14.1,3.45,0.3,-0.21,3.0,1,0
STU20210478,88.7,10.4,80.22,12.1,65.27,18.61,74.77,19.73,2.91,0.34,1.11,8.05,4.7,1.11,-0.36,2.17,1,1
STU20200479,74.4,5.78,72.5,3.1,69.25,5.71,72.7,6.47,2.86,0.18,0.53,16.28,1.45,0.05,0.59,2.0,1,0
STU20230480,92.4,3.68,70.18,4.64,72.23,2.77,74.92,2.81,2.91,0.06,0.18,13.25,1.64,0.14,0.07,1.83,1,0
STU20200481,75.63,16.13,68.78,25.93,77.45,22.57,90.42,18.01,3.22,0.62,2.04,26.4,9.91,1.57,0.47,2.33,1,1
STU20200482,96.53,3.94,77.27,5.51,76.4,4.55,78.18,5.83,3.09,0.18,0.56,18.38,1.67,0.47,-0.11,2.67,1,0
STU20220483,96.58,1.99,78.73,5.09,77.18,7.17,77.8,7.04,3.11,0.22,0.7,7.13,1.8,0.46,0.86,1.5,0,0
STU20230484,76.97,2.92,80.57,8.94,86.4,8.42,80.23,6.16,3.3,0.25,0.65,18.07,1.35,0.19,0.4,3.0,1,0
STU20220485,84.35,3.53,81.42,4.46,85.08,2.69,84.68,4.7,3.36,0.1,0.32,10.38,2.5,0.27,-0.1,0.67,1,0
STU20230486,75.75,2.96,73.02,4.44,74.47,2.6,73.03,6.44,2.94,0.16,0.51,21.7,2.58,0.34,0.61,2.67,1,0
STU20200487,78.08,3.12,42.62,3.77,41.1,6.49,44.0,4.83,1.7,0.14,0.42,18.45,2.04,0.02,0.35,3.33,1,0
STU20210488,78.85,3.48,72.9,6.16,68.73,6.96,70.0,4.23,2.81,0.12,0.33,12.02,1.25,0.0,0.06,1.67,1,0
STU20210489,76.5,13.54,57.3,18.14,38.95,16.21,72.58,26.83,2.28,0.57,1.57,8.55,8.37,0.78,0.54,2.33,1,1
STU20220490,74.35,4.24,76.43,4.4,78.13,3.61,82.67,3.91,3.18,0.08,0.24,10.8,1.85,0.06,0.17,1.67,0,0
STU20220491,67.2,17.44,69.72,12.65,56.03,18.12,75.0,22.46,2.68,0.42,1.16,15.43,5.18,0.53,-0.08,3.5,1,1
STU20210492,93.9,3.92,95.23,3.88,95.13,3.29,96.67,3.95,3.83,0.11,0.33,9.65,1.52,0.11,0.4,3.33,1,0
STU20200493,77.05,16.49,65.32,26.03,56.72,16.38,76.97,21.63,2.68,0.47,1.54,13.2,12.75,1.08,-0.37,2.67,1,1
STU20200494,95.82,3.15,78.97,4.27,80.58,6.15,76.6,2.54,3.14,0.14,0.48,16.88,1.3,0.17,-0.15,2.33,0,0
STU20230495,77.13,2.1,79.62,7.13,80.48,5.86,79.1,4.65,3.19,0.15,0.36,20.97,1.5,0.04,-0.02,1.83,1,0
STU20200496,74.47,3.07,80.87,3.53,78.75,4.87,82.67,5.47,3.23,0.13,0.33,11.52,1.81,0.14,-0.61,1.83,1,0
STU20210497,94.45,2.43,60.07,3.56,62.45,3.47,60.68,3.89,2.45,0.05,0.11,2.68,0.98,0.11,-0.05,2.5,1,0
STU20220498,96.3,3.74,44.85,3.42,39.63,2.73,45.45,4.91,1.73,0.1,0.27,23.03,1.09,0.05,0.69,1.33,1,0
STU20210499,61.7,4.3,78.5,3.8,83.82,9.08,78.93,1.75,3.22,0.16,0.53,17.6,1.68,0.13,0.32,2.5,0,0
STU20220500,54.55,2.87,69.32,3.93,66.2,3.66,68.35,3.74,2.71,0.08,0.21,14.25,2.12,0.15,-0.09,1.67,1,0
